hvCathode_kv,efield_kvcm,pedestalFile,chargeFile,lightFile,goodForAnalysis,sipmBias_v,comments1,comments2,comments3,
15.099,0.500,raw_2021_04_06_11_49_54_CEST.h5,raw_2021_04_06_00_10_18_CEST.h5,20210406_001021.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_06_11_49_54_CEST.h5,raw_2021_04_06_00_30_21_CEST.h5,20210406_003020.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_06_11_49_54_CEST.h5,raw_2021_04_06_00_50_23_CEST.h5,20210406_005022.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_06_11_49_54_CEST.h5,raw_2021_04_06_01_10_25_CEST.h5,20210406_011026.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (no time overlap. but started run at about the same time as the charge run rolled over),,
15.099,0.500,raw_2021_04_06_11_49_54_CEST.h5,raw_2021_04_06_02_09_40_CEST.h5,20210406_020647.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
15.099,0.500,raw_2021_04_06_11_49_54_CEST.h5,raw_2021_04_06_02_40_06_CEST.h5,20210406_023041.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),tile 1-1-4. asic 1-15-88 enabled. default masks/disable from channel thresholding. global DAC 38,
15.099,0.500,raw_2021_04_06_11_49_54_CEST.h5,raw_2021_04_06_04_59_14_CEST.h5,20210406_045333.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
22.65,0.750,raw_2021_04_08_12_58_27_CEST.h5,raw_2021_04_06_15_25_52_CEST.h5,20210406_152558.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
30.2,1.000,raw_2021_04_06_20_11_48_CEST.h5,raw_2021_04_06_16_05_56_CEST.h5,20210406_160556.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
30.2,1.000,raw_2021_04_06_20_11_48_CEST.h5,raw_2021_04_06_16_25_58_CEST.h5,20210406_162559.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
30.2,1.000,raw_2021_04_06_20_11_48_CEST.h5,raw_2021_04_06_16_46_00_CEST.h5,20210406_164600.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
30.2,1.000,raw_2021_04_06_20_11_48_CEST.h5,raw_2021_04_06_17_06_04_CEST.h5,20210406_170604.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
30.2,1.000,raw_2021_04_06_20_11_48_CEST.h5,raw_2021_04_06_17_26_06_CEST.h5,20210406_172605.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
30.2,1.000,raw_2021_04_06_20_11_48_CEST.h5,raw_2021_04_06_17_46_09_CEST.h5,20210406_174607.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
30.2,1.000,raw_2021_04_06_20_11_48_CEST.h5,raw_2021_04_06_18_06_11_CEST.h5,20210406_180611.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
30.2,1.000,raw_2021_04_06_20_11_48_CEST.h5,raw_2021_04_06_18_26_12_CEST.h5,20210406_182612.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
30.2,1.000,raw_2021_04_06_20_11_48_CEST.h5,raw_2021_04_06_18_46_14_CEST.h5,20210406_184613.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
30.2,1.000,raw_2021_04_06_20_11_48_CEST.h5,raw_2021_04_06_19_06_16_CEST.h5,20210406_190616.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
30.2,1.000,raw_2021_04_06_20_11_48_CEST.h5,raw_2021_04_06_19_26_18_CEST.h5,20210406_192618.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),good for analysis (time overlap),,
30.2,1.000,raw_2021_04_06_20_11_48_CEST.h5,raw_2021_04_08_08_36_04_CEST.h5,20210408_083930.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
30.2,1.000,raw_2021_04_06_20_11_48_CEST.h5,raw_2021_04_08_08_56_06_CEST.h5,20210408_085904.data,**,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),Should be good for analysis,Tiles 1-2 and 1-4 have a hot spot...,
28.72,0.951,raw_2021_04_08_09_56_46_CEST.h5,raw_2021_04_08_09_33_03_CEST.h5,20210408_093303.data,**,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,Tiles 1-2 and 1-4 have a hot spot...,
27.19,0.900,raw_2021_04_08_10_33_15_CEST.h5,raw_2021_04_08_10_10_37_CEST.h5,20210408_101139.data,**,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,Tiles 1-2 and 1-4 have a very dim hot spot...,
25.66,0.850,raw_2021_04_08_11_04_14_CEST.h5,raw_2021_04_08_10_41_33_CEST.h5,20210408_104134.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
24.18,0.801,raw_2021_04_08_12_13_29_CEST.h5,raw_2021_04_08_11_50_48_CEST.h5,20210408_115049.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,Rate recovered,
22.65,0.750,raw_2021_04_08_12_58_27_CEST.h5,raw_2021_04_08_12_35_50_CEST.h5,20210408_123558.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
21.14,0.700,raw_2021_04_08_13_32_06_CEST.h5,raw_2021_04_08_13_07_58_CEST.h5,20210408_130800.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
19.64,0.650,raw_2021_04_08_14_04_27_CEST.h5,raw_2021_04_08_13_41_37_CEST.h5,20210408_134137.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
18.11,0.600,raw_2021_04_08_15_12_06_CEST.h5,raw_2021_04_08_14_40_33_CEST.h5,20210408_144033.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,Good rate (~6-7 kHz),
16.63,0.551,raw_2021_04_08_15_45_52_CEST.h5,raw_2021_04_08_15_21_33_CEST.h5,20210408_152135.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.07,0.499,raw_2021_04_08_16_18_30_CEST.h5,raw_2021_04_08_15_55_15_CEST.h5,20210408_155516.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
13.57,0.449,raw_2021_04_08_17_06_50_CEST.h5,raw_2021_04_08_16_43_54_CEST.h5,20210408_164220.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
12.09,0.400,raw_2021_04_08_17_45_00_CEST.h5,raw_2021_04_08_17_22_02_CEST.h5,20210408_171702.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
10.56,0.350,raw_2021_04_08_18_19_23_CEST.h5,raw_2021_04_08_17_54_11_CEST.h5,20210408_175409.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
9.03,0.299,raw_2021_04_08_19_05_24_CEST.h5,raw_2021_04_08_18_42_39_CEST.h5,20210408_184237.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
7.55,0.250,raw_2021_04_08_19_40_29_CEST.h5,raw_2021_04_08_19_17_38_CEST.h5,20210408_191737.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
6.02,0.199,raw_2021_04_08_20_16_58_CEST.h5,raw_2021_04_08_19_54_08_CEST.h5,20210408_195407.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
4.54,0.150,raw_2021_04_08_21_03_05_CEST.h5,raw_2021_04_08_20_40_12_CEST.h5,20210408_204009.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
3.01,0.100,raw_2021_04_08_21_37_30_CEST.h5,raw_2021_04_08_21_14_40_CEST.h5,20210408_211438.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
1.48,0.049,raw_2021_04_08_22_13_16_CEST.h5,raw_2021_04_08_21_50_24_CEST.h5,20210408_215022.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,rate=4.2k,
0,0.000,raw_2021_04_08_22_55_03_CEST.h5,raw_2021_04_08_22_32_14_CEST.h5,20210408_223213.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,rate=700-800,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_08_23_15_39_CEST.h5,20210408_231537.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_08_23_35_40_CEST.h5,20210408_233541.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_08_23_55_41_CEST.h5,20210408_235542.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_00_15_42_CEST.h5,20210409_001542.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_00_35_43_CEST.h5,20210409_003543.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_00_55_44_CEST.h5,20210409_005545.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_01_15_46_CEST.h5,20210409_011545.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_01_35_47_CEST.h5,20210409_013547.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_01_55_48_CEST.h5,20210409_015859.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_02_15_49_CEST.h5,20210409_021550.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_02_35_50_CEST.h5,20210409_023550.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_02_55_51_CEST.h5,20210409_025551.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_03_45_11_CEST.h5,20210409_034513.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_04_05_12_CEST.h5,20210409_040512.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_04_25_13_CEST.h5,20210409_042513.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_04_45_14_CEST.h5,20210409_044514.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_09_55_23_CEST.h5,20210409_095522.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).2048 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,rate=17-18k,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_10_15_24_CEST.h5,20210409_101641.data,**,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).2048 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,LDS not fully overlapped with CDS. CDS rate=18-19k,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_10_35_25_CEST.h5,20210409_103525.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).2048 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,CDS rate=16-17k,
15.16,0.502,raw_2021_04_09_08_11_08_CEST.h5,raw_2021_04_09_10_55_26_CEST.h5,20210409_105526.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).2048 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,CDS rate=15-17k,
15.16,0.502,raw_2021_04_09_13_41_54_CEST.h5,raw_2021_04_09_11_35_28_CEST.h5,20210409_113530.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_13_41_54_CEST.h5,raw_2021_04_09_12_15_31_CEST.h5,20210409_121913.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_13_41_54_CEST.h5,raw_2021_04_09_13_19_33_CEST.h5,20210409_131932.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),Stopped after ~15 min.. data should be good,,
15.16,0.502,raw_2021_04_09_13_41_54_CEST.h5,raw_2021_04_09_13_48_43_CEST.h5,20210409_134843.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_13_41_54_CEST.h5,raw_2021_04_09_14_48_47_CEST.h5,20210409_144848.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_13_41_54_CEST.h5,raw_2021_04_09_15_08_48_CEST.h5,20210409_150848.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_13_41_54_CEST.h5,raw_2021_04_09_14_48_47_CEST.h5,20210409_152906.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_13_41_54_CEST.h5,raw_2021_04_09_16_20_18_CEST.h5,20210409_162016.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_13_41_54_CEST.h5,raw_2021_04_09_16_40_19_CEST.h5,20210409_164019.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_13_41_54_CEST.h5,raw_2021_04_09_17_00_20_CEST.h5,20210409_170020.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_13_41_54_CEST.h5,raw_2021_04_09_17_20_21_CEST.h5,20210409_172021.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_13_41_54_CEST.h5,raw_2021_04_09_18_09_18_CEST.h5,20210409_180928.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_13_41_54_CEST.h5,raw_2021_04_09_18_29_19_CEST.h5,20210409_182920.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_09_18_49_20_CEST.h5,20210409_184922.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_09_19_13_56_CEST.h5,20210409_191357.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_09_19_33_57_CEST.h5,20210409_193357.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_09_19_53_58_CEST.h5,20210409_195359.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_09_20_13_59_CEST.h5,20210409_201400.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_09_20_34_00_CEST.h5,20210409_203402.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_09_20_54_01_CEST.h5,20210409_205410.data,***,40+ind,Cosmics. LDS trig by afi-adc64-system (~220k events. rate ~ 200 Hz).256 samples. LCM sums at 1500 (LCM gain +11dB. ACL gain +31dB). SiPMs with individually set bias (equal gains),,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_09_22_33_55_CEST.h5,20210409_223356.data,***,40+ind,,,,
15.16,0.502,raw_2021_04_09_21_46_30_CEST.h5,raw_2021_04_09_22_53_57_CEST.h5,20210409_225357.data,***,40+ind,,,,
